id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2064,Female,26,1,28.0,1,< 1 Year,No,32214.0,152.0,131,0
317260,Female,39,1,28.0,0,1-2 Year,Yes,46680.0,120.0,84,1
21654,Female,23,1,8.0,1,< 1 Year,No,23669.0,151.0,43,0
362505,Female,36,1,28.0,0,1-2 Year,Yes,35128.0,124.0,80,1
321374,Male,28,1,28.0,0,1-2 Year,Yes,24326.0,156.0,123,1
123853,Female,38,1,48.0,1,1-2 Year,No,2630.0,152.0,240,0
312420,Male,33,1,17.0,0,1-2 Year,Yes,31435.0,26.0,57,0
135141,Male,43,1,47.0,0,1-2 Year,Yes,36959.0,26.0,232,1
135503,Male,47,1,28.0,0,1-2 Year,Yes,47111.0,26.0,177,1
101953,Female,45,1,46.0,0,> 2 Years,Yes,2630.0,124.0,272,0
293196,Male,24,1,41.0,0,< 1 Year,Yes,31445.0,26.0,10,1
331035,Female,48,1,8.0,0,1-2 Year,Yes,51258.0,26.0,299,1
324244,Male,59,1,8.0,0,1-2 Year,Yes,33505.0,26.0,109,1
125813,Male,27,1,29.0,0,< 1 Year,Yes,2630.0,156.0,188,1
140972,Male,20,1,28.0,0,< 1 Year,Yes,2630.0,156.0,51,0
130901,Male,37,1,41.0,0,1-2 Year,Yes,34382.0,157.0,15,1
201034,Male,33,1,36.0,0,1-2 Year,Yes,36188.0,124.0,286,1
34759,Male,62,1,28.0,0,> 2 Years,Yes,37464.0,26.0,172,0
344938,Male,24,1,50.0,1,< 1 Year,No,35952.0,152.0,76,0
81662,Female,51,1,11.0,1,1-2 Year,No,2630.0,124.0,163,0
370931,Male,52,1,3.0,1,1-2 Year,No,25523.0,124.0,49,0
129446,Male,27,1,46.0,1,< 1 Year,No,40095.0,160.0,141,0
288815,Female,50,1,33.0,0,1-2 Year,Yes,2630.0,26.0,123,1
24018,Male,54,1,11.0,1,1-2 Year,No,28944.0,26.0,116,0
39617,Female,48,1,35.0,0,1-2 Year,Yes,30302.0,124.0,124,1
284002,Male,43,1,28.0,0,1-2 Year,Yes,50437.0,139.0,118,1
352313,Male,73,1,28.0,0,1-2 Year,Yes,47969.0,122.0,35,0
321606,Male,41,1,41.0,0,1-2 Year,Yes,24722.0,12.0,285,1
149209,Female,35,1,8.0,0,1-2 Year,Yes,31430.0,152.0,36,1
252325,Female,34,1,11.0,0,1-2 Year,Yes,2630.0,26.0,199,1
80076,Male,66,1,28.0,0,> 2 Years,Yes,55274.0,26.0,103,0
65074,Male,22,1,49.0,1,< 1 Year,Yes,31210.0,152.0,260,0
262102,Male,35,1,28.0,0,1-2 Year,Yes,2630.0,158.0,215,0
85441,Male,33,1,29.0,1,< 1 Year,No,37277.0,152.0,22,0
252621,Male,44,1,28.0,0,1-2 Year,Yes,47264.0,26.0,284,1
346171,Female,27,1,6.0,1,< 1 Year,No,24648.0,152.0,212,0
214342,Female,39,1,11.0,0,1-2 Year,Yes,34035.0,124.0,154,1
266980,Male,47,1,3.0,0,1-2 Year,Yes,18534.0,26.0,73,0
6842,Male,44,1,28.0,0,1-2 Year,Yes,29170.0,26.0,127,0
150113,Male,36,1,48.0,0,1-2 Year,Yes,2630.0,124.0,35,1
225033,Female,24,1,50.0,1,< 1 Year,No,41444.0,152.0,263,0
129946,Male,29,1,8.0,0,< 1 Year,Yes,34600.0,124.0,252,0
38881,Female,55,1,11.0,0,1-2 Year,Yes,2630.0,26.0,249,1
308203,Female,51,1,11.0,0,1-2 Year,Yes,2630.0,156.0,31,1
306641,Male,55,1,39.0,0,1-2 Year,Yes,31428.0,157.0,253,1
302959,Male,29,1,41.0,1,< 1 Year,No,26735.0,152.0,11,0
171565,Male,38,1,52.0,0,1-2 Year,No,34333.0,26.0,274,1
376446,Female,23,1,39.0,1,< 1 Year,No,26994.0,152.0,218,0
38292,Female,45,1,28.0,0,1-2 Year,Yes,44916.0,26.0,203,1
294774,Female,64,1,28.0,0,1-2 Year,Yes,33345.0,26.0,244,1
123875,Male,27,1,30.0,0,< 1 Year,Yes,2630.0,152.0,255,1
311658,Male,69,1,28.0,1,1-2 Year,No,38277.0,26.0,82,0
330179,Male,53,1,41.0,0,1-2 Year,Yes,22229.0,156.0,171,1
319325,Female,29,1,30.0,1,< 1 Year,No,24845.0,152.0,288,0
216565,Male,24,1,46.0,0,< 1 Year,Yes,2630.0,152.0,292,1
190315,Male,22,1,2.0,1,< 1 Year,No,30844.0,152.0,12,0
178669,Male,50,1,28.0,0,1-2 Year,No,29026.0,26.0,18,0
47884,Male,46,1,39.0,0,1-2 Year,Yes,2630.0,26.0,202,1
70310,Female,56,1,28.0,0,> 2 Years,Yes,28170.0,156.0,109,1
64633,Female,28,1,28.0,0,< 1 Year,Yes,42138.0,152.0,165,0
374728,Male,36,1,28.0,0,1-2 Year,Yes,2630.0,156.0,223,1
11099,Male,23,1,49.0,1,< 1 Year,No,31337.0,26.0,195,0
194091,Female,48,1,42.0,0,1-2 Year,Yes,33778.0,124.0,245,1
343708,Female,23,1,46.0,1,< 1 Year,No,20571.0,152.0,289,0
234275,Male,24,1,28.0,0,< 1 Year,Yes,32882.0,152.0,105,1
279627,Female,68,1,8.0,0,1-2 Year,Yes,2630.0,124.0,276,1
308298,Male,33,1,47.0,0,1-2 Year,Yes,2630.0,156.0,89,1
171345,Male,44,1,6.0,0,1-2 Year,Yes,29416.0,26.0,49,1
146183,Female,43,1,28.0,0,1-2 Year,Yes,46202.0,154.0,181,1
50056,Male,30,1,28.0,0,1-2 Year,Yes,35105.0,26.0,74,1
233172,Female,46,1,28.0,0,> 2 Years,Yes,34170.0,26.0,97,1
144472,Male,44,1,45.0,0,1-2 Year,Yes,33202.0,26.0,46,0
154287,Male,24,1,41.0,1,< 1 Year,No,22482.0,152.0,145,0
23851,Male,49,1,28.0,0,1-2 Year,Yes,25932.0,124.0,82,1
319021,Male,29,1,15.0,0,< 1 Year,Yes,2630.0,163.0,125,1
335541,Female,25,1,11.0,1,< 1 Year,No,26469.0,152.0,16,0
84967,Male,29,1,36.0,1,< 1 Year,No,46314.0,152.0,159,0
149930,Male,55,1,0.0,0,1-2 Year,Yes,2630.0,122.0,37,0
185837,Male,46,1,28.0,0,1-2 Year,Yes,43194.0,53.0,121,1
48830,Male,44,1,28.0,0,1-2 Year,Yes,44852.0,122.0,108,1
149476,Female,21,1,30.0,1,< 1 Year,No,27792.0,152.0,133,0
101351,Female,64,1,1.0,0,> 2 Years,Yes,2630.0,124.0,66,0
233867,Male,21,1,13.0,0,< 1 Year,Yes,29118.0,160.0,69,0
225540,Male,44,1,20.0,1,1-2 Year,No,2630.0,124.0,117,0
317961,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,26.0,27,1
99486,Female,46,1,41.0,0,< 1 Year,Yes,2630.0,124.0,131,1
128895,Male,38,1,14.0,0,1-2 Year,Yes,2630.0,156.0,147,0
121269,Male,76,1,28.0,0,1-2 Year,Yes,36890.0,124.0,194,1
110105,Male,28,1,28.0,1,< 1 Year,No,48614.0,152.0,287,0
371092,Female,37,1,15.0,0,1-2 Year,Yes,35235.0,26.0,116,1
356945,Male,67,1,3.0,0,> 2 Years,Yes,2630.0,156.0,204,1
43051,Male,41,1,28.0,0,1-2 Year,Yes,40843.0,124.0,90,0
98191,Male,42,1,28.0,0,1-2 Year,Yes,39159.0,26.0,223,1
352633,Female,44,1,28.0,0,1-2 Year,Yes,35510.0,26.0,204,1
264550,Female,45,1,28.0,0,> 2 Years,Yes,39765.0,26.0,11,1
270700,Male,53,1,8.0,1,1-2 Year,No,41613.0,26.0,145,0
89891,Female,39,1,36.0,0,1-2 Year,No,2630.0,156.0,40,0
352537,Male,57,1,28.0,0,> 2 Years,Yes,38470.0,26.0,184,1
161460,Male,25,1,30.0,1,< 1 Year,Yes,29123.0,152.0,214,0
353819,Male,65,1,28.0,0,1-2 Year,Yes,28075.0,26.0,31,0
334428,Male,59,1,30.0,1,1-2 Year,No,42333.0,124.0,75,0
293475,Male,58,1,28.0,1,1-2 Year,No,39978.0,55.0,198,0
43035,Male,70,1,28.0,0,1-2 Year,Yes,36173.0,122.0,211,1
289321,Female,48,1,12.0,0,1-2 Year,Yes,43797.0,26.0,79,1
259042,Male,36,1,29.0,0,1-2 Year,Yes,35674.0,26.0,114,1
348556,Male,26,1,23.0,0,< 1 Year,Yes,23151.0,152.0,146,1
144484,Female,38,1,36.0,0,1-2 Year,Yes,38825.0,124.0,108,0
317964,Male,32,1,28.0,0,< 1 Year,Yes,32025.0,124.0,117,1
241925,Male,67,1,12.0,0,1-2 Year,Yes,33453.0,124.0,142,1
191014,Male,29,1,26.0,1,< 1 Year,No,36497.0,152.0,162,0
88879,Female,57,1,6.0,1,1-2 Year,No,25859.0,152.0,106,0
356870,Male,46,1,3.0,0,1-2 Year,Yes,34264.0,26.0,34,0
78016,Male,23,1,41.0,0,< 1 Year,Yes,31988.0,152.0,80,0
223082,Male,47,1,28.0,0,1-2 Year,Yes,31770.0,124.0,209,0
81918,Male,64,1,28.0,0,1-2 Year,Yes,29699.0,124.0,185,0
334947,Female,36,1,30.0,0,1-2 Year,Yes,31353.0,26.0,224,1
315588,Male,59,1,28.0,0,> 2 Years,Yes,2630.0,156.0,45,0
170514,Male,50,1,22.0,0,< 1 Year,No,2630.0,1.0,154,0
58504,Male,50,1,47.0,0,1-2 Year,Yes,44235.0,26.0,233,1
308610,Male,65,1,8.0,0,1-2 Year,Yes,39423.0,26.0,230,1
368569,Male,43,1,30.0,0,1-2 Year,Yes,33576.0,157.0,143,1
95889,Male,74,1,28.0,0,> 2 Years,Yes,48326.0,26.0,211,1
63116,Male,39,1,28.0,0,1-2 Year,Yes,32718.0,124.0,200,1
363283,Female,40,1,41.0,0,> 2 Years,Yes,40935.0,12.0,151,1
121476,Female,33,1,8.0,0,< 1 Year,Yes,32217.0,152.0,98,1
286654,Male,53,1,9.0,0,> 2 Years,Yes,28883.0,26.0,148,1
166494,Male,36,1,33.0,0,1-2 Year,Yes,29842.0,154.0,192,1
11816,Female,59,1,50.0,0,1-2 Year,Yes,38403.0,154.0,274,0
217716,Female,33,1,8.0,0,1-2 Year,Yes,2630.0,124.0,288,1
127627,Female,50,1,28.0,0,1-2 Year,Yes,54123.0,122.0,74,0
378286,Female,39,1,28.0,0,1-2 Year,Yes,25194.0,157.0,89,0
151534,Female,35,1,15.0,0,1-2 Year,Yes,28862.0,26.0,60,1
13874,Male,43,1,41.0,0,> 2 Years,Yes,32552.0,26.0,231,1
187820,Female,27,1,28.0,0,< 1 Year,Yes,50126.0,122.0,189,0
283147,Male,41,1,33.0,0,1-2 Year,Yes,28101.0,124.0,37,1
296238,Male,47,1,28.0,0,1-2 Year,Yes,60398.0,124.0,237,1
59289,Female,24,1,6.0,1,< 1 Year,No,22677.0,152.0,32,0
347367,Female,56,1,2.0,0,1-2 Year,Yes,36898.0,157.0,42,0
162313,Male,28,1,33.0,1,< 1 Year,No,27017.0,152.0,62,0
374616,Male,64,1,43.0,0,1-2 Year,Yes,24834.0,124.0,84,1
340358,Male,24,1,28.0,0,< 1 Year,Yes,2630.0,152.0,87,1
25058,Male,51,1,28.0,0,> 2 Years,Yes,36207.0,124.0,88,1
235082,Male,32,1,28.0,1,1-2 Year,No,44273.0,124.0,298,0
91610,Female,28,1,21.0,1,< 1 Year,No,32422.0,152.0,146,0
88323,Male,22,1,2.0,0,< 1 Year,Yes,32103.0,152.0,71,1
126659,Female,43,1,2.0,0,1-2 Year,Yes,27224.0,8.0,79,1
251896,Male,45,1,28.0,0,1-2 Year,Yes,39557.0,124.0,101,1
85865,Male,23,1,21.0,1,< 1 Year,No,22973.0,152.0,77,0
32068,Female,22,1,32.0,0,< 1 Year,Yes,23135.0,152.0,155,0
200385,Male,59,1,46.0,0,1-2 Year,Yes,2630.0,156.0,20,1
236645,Male,68,1,8.0,0,1-2 Year,Yes,54157.0,124.0,272,1
110674,Male,38,1,41.0,0,1-2 Year,Yes,22703.0,124.0,178,1
37302,Male,53,1,28.0,1,1-2 Year,No,49860.0,163.0,266,0
283872,Female,37,1,28.0,1,1-2 Year,No,33822.0,8.0,104,0
331891,Male,41,1,28.0,0,1-2 Year,Yes,38521.0,124.0,98,1
182827,Male,54,1,28.0,0,1-2 Year,No,28508.0,122.0,54,0
179077,Male,70,1,8.0,0,1-2 Year,Yes,37952.0,124.0,52,1
238757,Male,45,1,30.0,0,1-2 Year,Yes,24468.0,26.0,229,1
213074,Male,61,1,28.0,1,1-2 Year,No,33526.0,26.0,99,0
283695,Female,46,1,28.0,0,1-2 Year,Yes,36547.0,26.0,150,0
224909,Male,32,1,28.0,0,1-2 Year,Yes,50105.0,26.0,164,1
20804,Female,40,1,50.0,0,1-2 Year,Yes,36948.0,124.0,61,1
178996,Female,46,1,28.0,0,1-2 Year,Yes,33470.0,124.0,104,1
47624,Male,51,1,46.0,0,1-2 Year,Yes,30135.0,124.0,155,0
155363,Male,69,1,11.0,0,> 2 Years,Yes,2630.0,120.0,86,1
165835,Male,55,1,28.0,0,1-2 Year,Yes,39721.0,154.0,98,1
60562,Male,38,1,28.0,0,1-2 Year,Yes,32032.0,122.0,197,0
154609,Male,51,1,28.0,0,1-2 Year,Yes,61252.0,157.0,100,1
51978,Male,25,1,45.0,1,< 1 Year,No,2630.0,160.0,284,0
306629,Male,37,1,28.0,1,1-2 Year,No,38193.0,124.0,99,0
259647,Male,44,1,28.0,0,1-2 Year,Yes,37273.0,124.0,198,1
177882,Male,26,1,9.0,0,1-2 Year,Yes,36861.0,124.0,281,1
316204,Female,75,1,28.0,0,> 2 Years,Yes,34337.0,23.0,204,1
271812,Female,31,1,21.0,0,< 1 Year,Yes,32332.0,124.0,109,1
173846,Male,46,1,28.0,0,1-2 Year,Yes,39077.0,13.0,267,0
229850,Male,36,1,8.0,0,1-2 Year,Yes,32225.0,124.0,69,1
379116,Male,43,1,28.0,0,1-2 Year,Yes,40106.0,26.0,232,1
220105,Female,51,1,11.0,0,1-2 Year,Yes,38832.0,26.0,124,1
98098,Male,41,1,37.0,0,1-2 Year,Yes,2630.0,156.0,187,0
260164,Male,35,1,32.0,0,1-2 Year,Yes,32352.0,124.0,277,0
278782,Male,42,1,11.0,0,1-2 Year,Yes,2630.0,156.0,33,0
288857,Male,41,1,28.0,0,1-2 Year,Yes,48440.0,124.0,120,1
304584,Male,80,1,28.0,1,1-2 Year,No,31329.0,26.0,178,0
72756,Male,47,1,36.0,0,1-2 Year,Yes,41967.0,124.0,279,1
203014,Female,48,1,35.0,0,1-2 Year,Yes,42575.0,155.0,130,1
52921,Male,22,1,46.0,1,< 1 Year,No,27951.0,152.0,187,0
336404,Female,68,1,28.0,0,1-2 Year,Yes,54578.0,124.0,141,0
216359,Male,44,1,2.0,0,1-2 Year,Yes,28742.0,124.0,25,1
73819,Male,23,1,46.0,1,< 1 Year,No,35448.0,152.0,112,0
281432,Female,25,1,28.0,0,< 1 Year,Yes,41763.0,124.0,44,1
96879,Male,47,1,45.0,0,> 2 Years,Yes,27653.0,26.0,235,1
330488,Male,23,1,41.0,1,< 1 Year,No,26075.0,26.0,34,0
247249,Male,77,1,28.0,0,1-2 Year,Yes,46767.0,26.0,218,0
55093,Male,23,1,29.0,1,< 1 Year,No,46045.0,152.0,139,0
117453,Male,26,1,38.0,0,< 1 Year,Yes,2630.0,163.0,139,1
253698,Male,43,1,39.0,0,1-2 Year,Yes,21247.0,124.0,232,1
134965,Male,62,1,47.0,0,1-2 Year,Yes,47906.0,124.0,178,1
228347,Female,52,1,46.0,0,1-2 Year,Yes,2630.0,26.0,169,1
130637,Female,24,1,34.0,1,< 1 Year,No,20798.0,152.0,49,0
310390,Male,30,1,35.0,0,< 1 Year,Yes,32992.0,156.0,91,0
99448,Male,40,1,28.0,0,1-2 Year,Yes,61915.0,122.0,27,1
368582,Female,58,1,28.0,1,1-2 Year,No,62507.0,26.0,130,0
56540,Male,68,1,31.0,1,1-2 Year,No,2630.0,124.0,38,0
26020,Female,26,1,50.0,1,< 1 Year,No,23055.0,152.0,82,0
256128,Male,57,1,50.0,1,1-2 Year,No,33184.0,120.0,192,0
268620,Male,52,1,46.0,1,1-2 Year,No,50428.0,124.0,158,0
17087,Female,75,1,28.0,0,1-2 Year,Yes,28470.0,26.0,176,0
162446,Female,25,1,15.0,0,< 1 Year,Yes,34280.0,152.0,184,0
22640,Male,30,1,3.0,0,< 1 Year,Yes,30687.0,152.0,58,1
233280,Male,37,1,28.0,0,1-2 Year,Yes,23073.0,31.0,68,1
194761,Male,38,1,28.0,0,1-2 Year,Yes,39708.0,26.0,206,1
240348,Female,46,1,28.0,0,1-2 Year,Yes,30509.0,26.0,16,1
265725,Male,40,1,8.0,0,1-2 Year,Yes,71348.0,124.0,197,1
28086,Male,51,1,28.0,0,1-2 Year,Yes,2630.0,124.0,63,1
286577,Female,35,1,26.0,0,1-2 Year,Yes,29532.0,124.0,213,1
365673,Male,55,1,29.0,0,1-2 Year,Yes,37104.0,25.0,296,0
55108,Female,23,1,40.0,1,< 1 Year,No,28070.0,152.0,74,0
323705,Male,24,1,8.0,1,< 1 Year,No,34370.0,152.0,195,0
296613,Male,65,1,28.0,0,1-2 Year,Yes,43035.0,124.0,299,0
3813,Male,48,1,13.0,0,1-2 Year,Yes,25859.0,26.0,36,1
40029,Female,22,1,18.0,1,< 1 Year,No,35615.0,152.0,262,0
69583,Male,57,1,3.0,0,1-2 Year,No,25495.0,129.0,24,0
96001,Male,53,1,8.0,0,1-2 Year,Yes,36581.0,25.0,243,1
275580,Male,36,1,3.0,0,1-2 Year,Yes,27787.0,163.0,254,1
140971,Male,65,1,28.0,1,1-2 Year,No,38851.0,26.0,89,0
319399,Male,44,1,41.0,0,1-2 Year,Yes,2630.0,26.0,180,1
24916,Male,26,1,47.0,1,< 1 Year,No,47254.0,152.0,244,0
309913,Female,23,1,41.0,0,1-2 Year,Yes,43246.0,124.0,226,0
9178,Male,45,1,28.0,0,1-2 Year,Yes,26779.0,26.0,199,1
226509,Male,53,1,28.0,0,1-2 Year,Yes,24612.0,122.0,35,1
351044,Female,39,1,28.0,0,1-2 Year,Yes,75168.0,26.0,91,0
13689,Male,49,1,2.0,0,1-2 Year,Yes,29742.0,124.0,224,1
143998,Male,45,1,28.0,1,1-2 Year,No,30083.0,124.0,31,0
306541,Male,76,1,35.0,0,1-2 Year,Yes,24830.0,100.0,269,1
288500,Female,20,1,15.0,0,< 1 Year,No,2630.0,160.0,255,0
89261,Female,52,1,28.0,0,1-2 Year,Yes,40324.0,26.0,177,1
78729,Male,25,1,28.0,0,< 1 Year,Yes,2630.0,26.0,205,1
252803,Male,24,1,11.0,0,< 1 Year,Yes,34727.0,152.0,202,1
299255,Male,31,1,46.0,0,< 1 Year,Yes,30336.0,124.0,64,1
171646,Male,44,1,8.0,0,1-2 Year,Yes,50450.0,26.0,148,1
181441,Male,32,1,30.0,0,< 1 Year,Yes,19802.0,124.0,40,1
110221,Female,56,1,46.0,1,1-2 Year,No,33957.0,156.0,223,0
337272,Female,27,1,15.0,0,< 1 Year,Yes,2630.0,152.0,283,0
367305,Male,51,1,38.0,0,1-2 Year,Yes,36477.0,163.0,42,1
289811,Male,23,1,15.0,1,< 1 Year,No,51051.0,152.0,136,0
91980,Male,50,1,28.0,0,1-2 Year,Yes,43410.0,124.0,35,1
101162,Female,40,1,7.0,0,1-2 Year,Yes,35599.0,21.0,146,1
180452,Male,42,1,48.0,0,1-2 Year,Yes,2630.0,124.0,147,0
205026,Male,39,1,30.0,1,1-2 Year,No,27282.0,152.0,162,0
35080,Female,26,1,21.0,1,< 1 Year,No,31278.0,152.0,80,0
258833,Male,29,1,18.0,0,< 1 Year,Yes,34508.0,150.0,237,0
149064,Male,44,1,28.0,0,1-2 Year,Yes,51742.0,26.0,164,1
181925,Female,47,1,45.0,0,1-2 Year,Yes,28179.0,124.0,232,1
185389,Male,21,1,27.0,1,< 1 Year,No,22122.0,160.0,166,0
304850,Female,38,1,34.0,0,1-2 Year,Yes,36248.0,124.0,49,0
258831,Male,21,1,47.0,0,< 1 Year,No,2630.0,160.0,189,1
225774,Male,24,1,28.0,0,< 1 Year,Yes,34300.0,152.0,270,1
376942,Male,49,1,28.0,0,1-2 Year,Yes,42438.0,154.0,20,0
231721,Male,48,1,8.0,1,1-2 Year,Yes,43528.0,26.0,204,0
160410,Female,23,1,36.0,0,< 1 Year,Yes,56051.0,160.0,280,1
341152,Female,54,1,28.0,0,> 2 Years,Yes,63668.0,4.0,14,1
173673,Male,60,1,8.0,0,1-2 Year,Yes,48172.0,124.0,217,1
257455,Male,64,1,41.0,0,1-2 Year,Yes,32304.0,26.0,26,1
71475,Female,42,1,35.0,0,1-2 Year,No,27366.0,26.0,170,0
99905,Male,24,1,28.0,0,< 1 Year,Yes,2630.0,157.0,279,1
345424,Male,37,1,28.0,1,1-2 Year,No,34545.0,26.0,221,0
155268,Male,35,1,6.0,0,1-2 Year,Yes,26130.0,154.0,287,1
213689,Female,39,1,28.0,0,1-2 Year,Yes,2630.0,156.0,65,1
308612,Male,24,1,50.0,0,< 1 Year,Yes,2630.0,152.0,126,1
187206,Female,22,1,30.0,0,< 1 Year,Yes,26327.0,152.0,192,0
249192,Male,26,1,41.0,0,< 1 Year,Yes,34195.0,26.0,101,1
271648,Male,57,1,28.0,0,1-2 Year,Yes,29526.0,26.0,181,1
322543,Male,43,1,45.0,0,1-2 Year,Yes,32096.0,44.0,228,1
36535,Male,54,1,41.0,0,1-2 Year,Yes,45448.0,124.0,160,1
137858,Male,38,1,8.0,0,1-2 Year,Yes,2630.0,26.0,129,0
161489,Male,55,1,8.0,1,1-2 Year,No,37108.0,26.0,19,0
4391,Male,24,1,46.0,0,1-2 Year,Yes,27902.0,124.0,90,1
196505,Male,69,1,28.0,0,1-2 Year,Yes,2630.0,156.0,250,1
175754,Male,25,1,27.0,0,< 1 Year,Yes,58631.0,152.0,45,0
364421,Female,44,1,28.0,0,1-2 Year,Yes,57987.0,26.0,155,1
124941,Male,71,1,39.0,1,1-2 Year,No,34838.0,26.0,225,0
196291,Female,54,1,28.0,0,> 2 Years,Yes,29276.0,122.0,26,0
90419,Male,38,1,35.0,1,1-2 Year,No,37619.0,124.0,11,0
30426,Female,29,1,8.0,1,< 1 Year,No,37154.0,160.0,119,0
376914,Female,23,1,22.0,1,< 1 Year,No,28716.0,152.0,284,0
360860,Female,23,1,46.0,1,< 1 Year,No,28965.0,152.0,215,0
92624,Female,25,1,46.0,1,< 1 Year,No,28081.0,152.0,10,0
338707,Male,70,1,6.0,0,1-2 Year,Yes,17161.0,26.0,59,1
351543,Male,47,1,41.0,0,1-2 Year,Yes,35226.0,26.0,233,1
61548,Male,27,1,45.0,1,< 1 Year,No,48846.0,152.0,112,0
60549,Male,22,1,21.0,1,< 1 Year,No,36860.0,152.0,279,0
85090,Male,46,1,28.0,0,> 2 Years,Yes,57321.0,124.0,217,1
109605,Male,36,1,28.0,1,1-2 Year,No,59965.0,26.0,72,0
8184,Male,43,1,46.0,0,1-2 Year,Yes,22962.0,124.0,262,1
64329,Female,33,1,41.0,0,< 1 Year,Yes,36648.0,152.0,254,1
177351,Male,24,1,45.0,0,< 1 Year,Yes,31532.0,151.0,81,0
183145,Male,33,1,47.0,0,1-2 Year,Yes,2630.0,163.0,230,1
234483,Male,49,1,28.0,0,1-2 Year,Yes,34241.0,26.0,185,1
93264,Male,50,1,47.0,0,1-2 Year,Yes,34872.0,26.0,94,0
342869,Female,48,1,3.0,1,1-2 Year,No,25479.0,122.0,15,0
367062,Male,61,1,36.0,0,1-2 Year,Yes,2630.0,26.0,299,1
327681,Male,49,1,11.0,0,> 2 Years,Yes,2630.0,156.0,234,0
363714,Female,32,1,36.0,0,< 1 Year,Yes,2630.0,152.0,213,1
134766,Male,54,1,28.0,0,1-2 Year,Yes,57143.0,124.0,174,0
50636,Male,41,1,18.0,0,1-2 Year,Yes,29648.0,124.0,135,1
349312,Male,80,1,28.0,1,1-2 Year,No,33708.0,26.0,179,0
164754,Male,28,1,41.0,1,< 1 Year,No,30647.0,152.0,219,0
208317,Female,60,1,46.0,1,1-2 Year,No,55828.0,11.0,168,0
352326,Male,50,1,41.0,0,1-2 Year,Yes,31156.0,26.0,264,0
139756,Female,62,1,31.0,1,1-2 Year,Yes,2630.0,9.0,110,0
21361,Male,50,1,28.0,0,> 2 Years,Yes,23734.0,26.0,17,1
302085,Male,41,1,28.0,0,1-2 Year,Yes,73526.0,26.0,270,1
68874,Male,34,1,28.0,0,1-2 Year,Yes,46623.0,26.0,204,1
30070,Male,49,1,33.0,0,1-2 Year,Yes,31870.0,154.0,120,1
138471,Female,28,1,15.0,1,< 1 Year,No,26779.0,152.0,157,0
295906,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,157.0,80,1
60287,Female,30,1,45.0,1,< 1 Year,No,30259.0,152.0,257,0
255960,Male,64,1,28.0,1,1-2 Year,Yes,32231.0,154.0,142,1
130680,Male,30,1,44.0,0,< 1 Year,Yes,45102.0,152.0,217,0
199771,Male,29,1,43.0,1,< 1 Year,No,24639.0,152.0,278,0
175138,Female,23,1,28.0,1,< 1 Year,No,23800.0,152.0,97,0
329477,Male,53,1,8.0,1,1-2 Year,No,32163.0,152.0,169,0
285954,Female,30,1,33.0,0,< 1 Year,Yes,28977.0,152.0,96,0
236363,Male,31,1,26.0,0,1-2 Year,No,34581.0,163.0,135,0
324614,Female,37,1,11.0,0,> 2 Years,Yes,24932.0,26.0,273,1
98582,Male,44,1,28.0,0,1-2 Year,Yes,39531.0,26.0,291,1
112871,Male,36,1,28.0,0,1-2 Year,Yes,29956.0,124.0,29,1
364643,Male,42,1,28.0,0,1-2 Year,Yes,48671.0,55.0,90,1
357973,Female,25,1,6.0,1,< 1 Year,No,22397.0,152.0,272,0
210660,Male,57,1,32.0,0,1-2 Year,Yes,29092.0,26.0,131,1
152111,Male,75,1,28.0,0,> 2 Years,Yes,35928.0,26.0,269,1
372689,Male,79,1,48.0,0,1-2 Year,Yes,2630.0,15.0,41,0
296525,Male,49,1,30.0,0,1-2 Year,Yes,29894.0,124.0,169,1
133864,Male,49,1,0.0,0,1-2 Year,Yes,2630.0,26.0,255,1
299718,Female,28,1,21.0,1,< 1 Year,No,34374.0,152.0,104,0
366724,Male,56,1,28.0,0,1-2 Year,Yes,41368.0,26.0,18,0
31265,Female,21,1,33.0,1,< 1 Year,No,30007.0,152.0,161,0
186048,Male,52,1,29.0,0,1-2 Year,Yes,30029.0,122.0,14,1
380869,Male,51,1,8.0,0,> 2 Years,Yes,41351.0,124.0,214,1
332981,Male,49,1,0.0,0,1-2 Year,Yes,2630.0,26.0,195,0
315195,Female,54,1,29.0,1,1-2 Year,No,2630.0,26.0,45,0
5225,Male,57,1,3.0,0,1-2 Year,Yes,27238.0,30.0,291,0
246655,Male,64,1,46.0,0,1-2 Year,Yes,27615.0,154.0,164,1
209587,Female,34,1,50.0,1,1-2 Year,No,38708.0,124.0,90,0
234461,Female,25,1,4.0,0,< 1 Year,Yes,28235.0,152.0,217,1
138448,Female,55,1,28.0,0,> 2 Years,Yes,39109.0,26.0,23,1
323272,Male,21,1,28.0,1,< 1 Year,No,72775.0,152.0,14,0
81131,Female,24,1,45.0,1,< 1 Year,No,26893.0,152.0,90,0
158745,Male,48,1,6.0,0,1-2 Year,Yes,2630.0,26.0,28,1
25830,Female,23,1,4.0,1,< 1 Year,No,40118.0,152.0,47,0
294039,Female,30,1,46.0,0,1-2 Year,Yes,25660.0,26.0,31,1
73835,Male,63,1,28.0,1,1-2 Year,No,60160.0,124.0,186,0
43535,Male,28,1,41.0,0,< 1 Year,Yes,43630.0,152.0,92,1
